Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
44,1448,28,3,1,1039,4,53,4,4,4,13320,3,18,80,1,23,2,3,12,11,11,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50,145,1,3,1,1040,4,95,3,2,3,6347,0,12,80,1,19,3,3,18,0,13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36,885,16,4,1,1042,3,43,4,1,1,2743,1,16,80,0,18,1,3,17,15,14,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39,945,22,3,1,1043,4,82,3,3,1,10880,1,13,80,0,21,2,3,21,2,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
33,1038,8,1,1,1044,2,88,2,1,4,2342,0,19,80,0,3,2,2,2,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1234,11,2,1,1045,4,90,3,4,4,17650,3,13,80,1,26,4,4,9,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32,1109,29,4,1,1046,4,69,3,1,3,4025,9,12,80,0,10,2,3,8,7,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34,216,1,4,1,1047,2,75,4,2,4,9725,0,11,80,1,16,2,2,15,0,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
59,1089,1,2,1,1048,2,66,3,3,4,11904,3,14,80,1,14,1,1,6,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45,788,24,4,1,1049,2,36,3,1,2,2177,1,16,80,0,6,3,3,6,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
53,124,2,3,1,1050,3,38,2,3,2,7525,2,12,80,1,30,2,3,15,6,12,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,660,15,3,1,1052,1,81,3,2,3,4834,7,14,80,1,9,3,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26,342,2,3,1,1053,1,57,3,1,1,2042,6,14,80,1,6,2,3,3,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1333,10,4,1,1055,3,87,3,1,3,2220,1,19,80,1,1,2,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1144,10,1,1,1056,4,74,3,1,2,1052,1,22,80,0,1,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,1186,3,4,1,1060,3,44,3,1,3,2821,3,16,80,1,8,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50,1464,2,4,1,1061,2,62,3,5,3,19237,2,11,80,1,29,2,2,8,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
37,124,3,3,1,1062,4,35,3,2,2,4107,3,15,80,0,8,3,2,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
40,300,26,3,1,1066,3,74,3,2,1,8396,1,14,80,1,8,3,2,7,7,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26,921,1,1,1,1068,1,66,2,1,3,2007,1,13,80,2,5,5,3,5,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,430,1,4,1,1069,4,40,3,5,4,19627,9,17,80,2,23,0,3,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
54,1082,2,4,1,1070,3,41,2,3,3,10686,6,11,80,1,13,4,3,9,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56,1240,9,3,1,1071,1,63,3,1,3,2942,2,19,80,1,18,4,3,5,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,796,12,5,1,1073,4,51,2,3,4,8858,0,11,80,0,15,2,2,14,7,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55,444,2,1,1,1074,3,40,2,4,1,16756,7,15,80,0,31,3,4,9,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,415,25,3,1,1076,3,79,2,3,4,10798,5,13,80,1,18,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,769,9,3,1,1077,4,54,3,1,4,2323,1,14,80,0,2,3,3,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1334,10,3,1,1079,3,36,2,1,1,1416,1,13,80,0,1,6,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,1003,8,4,1,1080,4,74,2,2,1,4615,8,23,80,3,19,2,3,16,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
51,1323,4,4,1,1081,1,34,3,1,3,2461,9,12,80,3,18,2,4,10,2,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,1366,24,2,1,1082,2,72,2,3,1,8722,1,12,80,0,10,2,2,10,1,9,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26,192,1,2,1,1083,1,59,2,1,1,3955,1,16,80,2,6,2,3,5,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,1176,20,3,1,1084,3,85,3,2,1,9957,0,15,80,1,7,1,2,6,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41,509,7,2,1,1085,2,43,4,1,3,3376,1,13,80,0,10,3,3,10,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38,330,17,1,1,1088,3,65,2,3,3,8823,0,18,80,1,20,4,2,19,1,9,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,1492,20,4,1,1092,1,61,3,3,4,10322,4,20,80,1,14,6,3,11,11,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
27,1277,8,5,1,1094,1,87,1,1,3,4621,1,19,80,3,3,4,3,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
55,1091,2,1,1,1096,4,65,3,3,2,10976,3,18,80,1,23,4,3,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,857,10,3,1,1097,3,59,3,2,3,3660,3,13,80,0,10,4,4,8,1,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,1376,1,2,1,1098,2,91,2,3,1,10482,9,14,80,1,24,1,3,20,3,6,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
33,654,5,3,1,1099,4,34,2,3,4,7119,4,15,80,1,9,2,3,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35,1204,4,3,1,1100,4,86,3,3,1,9582,0,22,80,0,9,2,3,8,4,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,827,29,4,1,1101,1,54,2,2,3,4508,1,22,80,0,14,4,3,13,3,8,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,895,15,2,1,1102,1,50,3,1,3,2207,1,16,80,1,4,5,2,4,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34,618,3,1,1,1103,1,45,3,2,4,7756,0,17,80,0,7,1,2,6,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,309,10,4,1,1105,4,88,2,2,4,6694,2,14,80,3,8,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25,1219,4,1,1,1106,4,32,3,1,4,3691,1,15,80,1,7,3,4,7,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26,1330,21,3,1,1107,1,37,3,1,3,2377,1,20,80,1,1,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,1017,25,3,1,1108,1,55,2,1,2,2313,4,20,80,0,5,0,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,469,2,2,1,1109,4,35,3,4,1,17665,0,17,80,1,23,3,3,22,13,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,1009,1,3,1,1111,1,45,2,1,2,2596,1,15,80,2,1,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50,959,1,4,1,1113,4,81,3,2,3,4728,3,14,80,0,5,4,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
33,970,7,3,1,1114,4,30,3,2,2,4302,0,17,80,1,4,3,3,3,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34,697,3,4,1,1115,3,40,2,1,4,2979,3,17,80,3,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48,1262,1,4,1,1116,1,35,4,4,4,16885,2,22,80,0,27,3,2,5,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45,1050,9,4,1,1117,2,65,2,2,3,5593,1,13,80,1,15,2,3,15,4,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,994,7,4,1,1118,2,87,3,3,2,10445,7,19,80,0,18,4,3,8,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38,770,10,4,1,1119,3,73,2,3,3,8740,0,14,80,2,9,2,3,8,2,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29,1107,28,4,1,1120,3,93,3,1,4,2514,4,22,80,1,11,1,3,7,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28,950,3,3,1,1121,4,93,3,3,2,7655,0,17,80,3,10,3,2,9,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,406,3,1,1,1124,1,52,3,4,3,17465,3,12,80,1,23,3,3,12,4,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
38,130,2,2,1,1125,4,32,3,3,2,7351,7,16,80,0,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,1082,27,3,1,1126,3,83,3,3,1,10820,8,11,80,1,18,1,3,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,203,2,3,1,1127,1,84,3,4,4,12169,7,11,80,3,21,4,3,18,11,5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,1308,14,3,1,1128,3,44,2,5,3,19626,1,14,80,0,21,2,4,20,4,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21,984,1,1,1,1131,4,70,2,1,2,2070,1,11,80,0,2,6,4,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39,439,9,3,1,1132,3,70,3,2,2,6782,9,15,80,0,9,2,2,5,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36,217,18,4,1,1133,1,78,3,2,4,7779,2,20,80,0,18,0,3,11,0,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31,793,20,3,1,1135,3,67,4,1,4,2791,0,12,80,1,3,4,3,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1451,2,1,1,1136,1,67,2,1,2,3201,0,17,80,0,6,2,1,5,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,1182,11,2,1,1137,4,54,3,2,4,4968,1,11,80,1,5,3,3,5,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
49,174,8,4,1,1138,4,56,2,4,2,13120,6,17,80,1,22,3,3,9,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,1003,2,2,1,1140,4,95,3,2,3,4033,2,11,80,0,5,3,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,490,10,3,1,1143,4,61,3,1,2,3291,0,14,80,2,8,2,2,7,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,188,29,3,1,1148,2,56,1,2,4,4272,4,19,80,0,16,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29,718,8,1,1,1150,2,79,2,2,4,5056,1,15,80,1,10,2,2,10,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
38,433,1,3,1,1152,3,37,4,1,3,2844,1,13,80,1,7,2,4,7,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,773,6,3,1,1154,3,39,2,1,3,2703,1,14,80,1,3,2,3,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,247,8,1,1,1156,3,80,3,1,3,1904,1,12,80,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33,603,9,4,1,1157,1,77,3,2,1,8224,0,17,80,0,6,3,3,5,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,167,12,4,1,1158,2,46,3,1,4,4766,3,11,80,1,6,4,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
31,874,15,3,1,1160,3,72,3,1,3,2610,1,12,80,1,2,5,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
37,367,25,2,1,1161,3,52,2,2,4,5731,7,13,80,2,9,2,3,6,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27,199,6,3,1,1162,4,55,2,1,3,2539,1,13,80,1,4,0,3,4,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1400,9,1,1,1163,2,70,3,2,3,5714,1,20,80,0,6,3,2,6,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,528,8,4,1,1164,3,100,3,1,3,4323,1,17,80,0,6,2,1,5,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29,408,23,1,1,1165,4,45,2,3,1,7336,1,13,80,1,11,3,1,11,3,10,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40,593,9,4,1,1166,2,88,3,3,3,13499,9,17,80,0,20,3,2,18,2,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42,481,12,3,1,1167,3,44,3,4,1,13758,0,12,80,0,22,2,2,21,13,14,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
42,647,4,4,1,1171,2,45,3,2,1,5155,7,13,80,0,9,3,4,6,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35,982,1,4,1,1172,4,58,2,1,3,2258,6,12,80,1,10,2,3,8,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,477,24,3,1,1173,4,49,3,1,2,3597,8,22,80,0,6,2,3,4,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28,1485,12,1,1,1175,3,79,3,1,4,2515,1,11,80,0,1,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26,1384,3,4,1,1177,1,82,4,1,4,4420,1,22,80,1,8,2,3,8,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,852,10,3,1,1179,3,72,2,2,3,6578,1,18,80,1,10,3,3,10,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,902,26,2,1,1180,3,92,2,2,4,4422,3,13,80,1,16,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,819,2,3,1,1182,3,44,2,3,2,10274,2,18,80,1,15,2,4,7,6,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,669,1,3,1,1184,4,97,2,2,1,5343,0,20,80,0,14,3,3,13,4,9,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
35,636,4,4,1,1185,4,47,2,1,4,2376,1,13,80,1,2,2,4,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
43,1372,9,3,1,1188,1,85,1,2,3,5346,8,13,80,0,7,2,2,4,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,862,2,1,1,1190,3,76,3,1,1,2827,1,12,80,3,1,3,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56,718,4,4,1,1191,4,92,3,5,1,19943,4,13,80,1,28,2,3,5,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,1401,6,1,1,1192,2,54,3,1,4,3131,1,13,80,1,10,5,3,10,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19,645,9,2,1,1193,3,54,3,1,1,2552,1,25,80,0,1,4,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,1457,7,3,1,1195,1,83,3,1,3,4477,4,19,80,1,7,2,2,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
37,977,1,3,1,1196,4,56,2,2,4,6474,1,13,80,1,14,2,2,14,3,11,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,805,3,3,1,1198,1,87,2,1,3,3033,1,12,80,0,2,2,2,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1097,10,4,1,1200,3,96,3,1,3,2936,1,11,80,0,6,4,3,6,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,1223,7,2,1,1201,4,50,3,5,3,18606,3,18,80,1,26,6,3,7,4,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29,942,15,1,1,1202,2,69,1,1,4,2168,0,18,80,1,6,2,2,5,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,1256,3,4,1,1203,3,48,2,1,4,2853,0,11,80,1,1,5,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,1402,2,3,1,1204,3,69,3,4,1,17048,8,23,80,0,28,2,3,26,15,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44,111,17,3,1,1206,4,74,1,1,3,2290,2,13,80,0,6,3,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,147,2,3,1,1207,2,99,3,1,3,3600,1,13,80,1,5,2,3,5,1,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,906,5,2,1,1210,1,95,2,1,1,2107,6,17,80,1,5,2,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,1329,29,4,1,1211,3,61,3,2,1,4115,8,19,80,3,8,3,3,4,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1184,2,4,1,1212,2,62,3,2,2,4327,5,12,80,3,5,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50,1421,2,3,1,1215,4,30,3,4,1,17856,2,22,80,1,32,3,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,1179,19,4,1,1216,4,78,2,1,1,3196,1,12,80,3,6,2,3,6,3,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
46,1450,15,2,1,1217,4,52,3,5,2,19081,5,11,80,1,25,2,3,4,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1361,17,4,1,1218,3,94,3,2,1,8966,3,15,80,3,15,2,3,7,1,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24,984,17,2,1,1219,4,97,3,1,2,2210,1,13,80,1,1,3,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1146,25,3,1,1220,2,82,3,2,3,4539,1,12,80,1,10,3,2,10,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
36,917,6,4,1,1221,3,60,1,1,3,2741,1,14,80,1,7,4,3,7,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30,853,7,4,1,1224,3,49,3,2,3,3491,1,13,80,3,10,4,2,10,8,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
44,200,29,4,1,1225,4,32,3,2,4,4541,1,25,80,0,20,3,3,20,13,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20,654,21,3,1,1226,3,43,4,1,4,2678,1,17,80,0,2,2,3,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46,150,2,4,1,1228,4,60,3,2,4,7379,2,11,80,1,12,3,2,6,1,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42,179,2,5,1,1231,4,79,4,2,1,6272,7,16,80,1,10,3,4,4,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
60,696,7,4,1,1233,2,52,4,2,4,5220,0,18,80,1,12,3,3,11,1,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,116,13,3,1,1234,3,77,2,1,2,2743,1,20,80,1,2,2,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
32,1316,2,2,1,1235,4,38,3,2,3,4998,4,14,80,0,10,2,3,8,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,363,1,3,1,1237,3,77,1,3,1,10252,2,21,80,1,17,2,3,7,7,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33,117,9,3,1,1238,1,60,3,1,4,2781,0,13,80,1,15,5,3,14,4,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,107,10,3,1,1239,2,84,2,2,2,6852,7,12,80,1,7,2,4,5,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25,1356,10,4,1,1240,3,57,3,2,4,4950,0,14,80,0,5,4,3,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,1465,1,3,1,1241,4,63,3,1,2,3579,0,21,80,1,12,2,3,11,5,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,458,26,5,1,1242,1,60,3,3,1,13191,3,17,80,0,20,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35,1212,8,2,1,1243,3,78,2,3,4,10377,4,11,80,1,16,6,2,13,4,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1103,14,3,1,1244,1,42,3,1,1,2235,1,14,80,2,9,3,2,9,6,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,966,1,4,1,1245,4,53,3,3,3,10502,7,17,80,1,33,2,1,5,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,1117,2,1,1,1246,1,72,4,1,4,2011,1,13,80,1,10,5,3,10,7,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19,504,10,3,1,1248,1,96,2,1,2,1859,1,25,80,0,1,2,4,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29,1010,1,3,1,1249,1,97,3,1,4,3760,1,15,80,3,3,5,3,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,685,3,3,1,1250,4,85,3,4,4,17779,3,14,80,0,36,2,3,10,0,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,1332,11,2,1,1251,3,80,3,2,1,6833,1,12,80,0,6,2,2,6,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
31,1062,24,3,1,1252,3,96,2,2,1,6812,1,19,80,0,10,2,3,10,1,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
59,326,3,3,1,1254,3,48,2,2,4,5171,5,17,80,0,13,2,3,6,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
43,920,3,3,1,1255,3,96,1,5,4,19740,3,14,80,1,25,2,3,8,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
